% 1. Title: Premiership Data 2013 Season With 3 Bokies And Match Rating

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'MatchRating' numeric
@attribute 'class' { D,H,A }
@data
Stoke,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.2,3.4,2.25,3.25,3.25,2.3,3.2,3.2,-2,H
Sunderland,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.5,1.75,5.5,3.5,1.67,5,3.5,1.73,-7,D
Tottenham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.5,4,2,3.2,4,1.95,3.4,3.8,3,H
WestBrom,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.25,3.25,3.25,2.2,3.2,3.4,-2,D
WestHam,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.3,2.25,3.25,3.25,2.38,3.2,3,-10,D
Wigan,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.25,3.3,2.25,3.25,3.25,2.25,3.2,3.3,-8,H
Chelsea,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.73,3.75,4.5,10,H
Liverpool,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.3,5,11,1.3,5,11,2,A
ManCity,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4,8.5,1.4,4.5,8,1.4,4.5,8,4,H
Arsenal,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,11,1.3,5,11,1.33,4.75,10,10,H
AstonVilla,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5,3.5,1.73,5,3.5,1.73,-21,D
Bolton,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.2,3.2,3.4,2.25,3.2,3.3,-1,H
Fulham,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.88,3.25,2.5,2.88,3.2,2.5,2.88,3.2,2.5,-1,A
ManUnited,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.75,12,1.25,5.5,12,1.29,5,11,1,D
Newcastle,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.8,3.5,4.5,1.83,3.4,4.5,8,D
Wolves,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.2,3.4,2.25,3.25,3.25,2.25,3.25,3.2,0,D
Blackpool,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,4,1.62,6,3.6,1.62,5.5,3.75,1.62,-14,A
Everton,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.38,3.25,3,2.4,3.2,3,4,H
Blackburn,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.3,3.5,2.15,3.25,3.4,-2,D
Birmingham,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.83,3.5,4.33,1.91,3.4,4,-2,H
Chelsea,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.13,8.5,19,1.12,8,19,1.14,7,21,15,H
Sunderland,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.4,3.3,2.9,2.4,3.1,3.1,1,H
Tottenham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2,3.4,3.75,2.05,3.2,3.8,0,D
WestBrom,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.1,3.25,3.6,2.2,3.2,3.4,2,H
WestHam,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.1,2.25,3.4,3.1,2.4,3.2,3,-1,A
Wigan,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.38,3.25,3.1,2.4,3.3,2.9,2.5,3,3,3,D
Liverpool,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.67,3.6,5.5,1.67,3.75,5,1.67,3.5,5.5,-2,H
ManCity,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.2,2.9,2.38,3.25,3,2.5,3,3,2,A
Stoke,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.75,1.67,5,3.75,1.67,5,3.5,1.73,-4,A
Arsenal,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.17,7,17,1.17,7,15,1.17,7,15,6,H
Blackburn,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.5,4.33,1.44,7,4,1.5,7.5,4.2,1.44,-10,A
Everton,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.75,6.5,1.57,3.75,6,1.57,3.5,7,2,H
Fulham,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.83,3.5,4.33,1.83,3.4,4.5,-1,H
ManUnited,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4,6,1.62,3.75,5.5,1.62,3.75,5.5,-1,H
Wolves,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.4,1.73,5.5,3.5,1.67,5,3.5,1.73,-10,H
AstonVilla,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.83,3.4,4.5,1.83,3.5,4.33,1,D
Bolton,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.25,2.2,3.3,3.3,2.2,3.2,3.3,2.25,1,A
Newcastle,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.2,3.3,3.3,2.15,3.3,3.4,-3,H
Blackpool,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.9,3.25,2.5,2.8,3.3,2.5,2.75,3.3,2.5,-9,H
Birmingham,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,1.95,3.3,4,-2,D
Blackburn,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.83,3.4,4.5,1.83,3.4,4.5,0,H
Blackpool,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,4.5,3.5,1.8,4.5,3.4,1.83,-10,D
Bolton,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3.3,2.4,3,3.25,2.38,3,3,2.5,-1,H
Fulham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.25,3.25,3.2,2.2,3.1,3.5,1,D
ManUnited,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.2,6.5,13,1.25,5,15,10,H
Sunderland,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.2,3.75,2.1,3.3,3.5,2.15,3.1,3.6,-2,H
Arsenal,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,11,1.22,6,12,1.3,5,11,-2,A
Liverpool,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.8,3.4,2,3.75,3.4,2,3.75,3.1,2.1,-10,H
WestBrom,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.6,3.3,2.1,3.5,3.3,2.1,3.5,3.2,2.15,2,A
Stoke,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.2,3.75,2.1,3.3,3.5,2.05,3.25,3.75,-2,H
Tottenham,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.53,3.75,6.5,1.57,3.8,6,-2,D
AstonVilla,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.57,3.75,6,1.62,3.75,5.5,1,H
Chelsea,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.2,6.5,15,1.2,6.5,13,1.22,5.5,15,2,H
Everton,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.67,3.5,5.5,1.62,3.75,5.5,3,D
ManCity,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.25,2.75,2.62,3.3,2.62,2.7,3.1,2.7,-3,D
Newcastle,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,2,3.4,3.75,1.95,3.3,4,5,A
WestHam,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.2,2.38,3.25,3,2.38,3.3,2.9,0,D
Wigan,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.75,3.6,1.75,4.5,3.75,1.73,4.8,3.6,1.73,-2,D
Wolves,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,6,3.75,1.57,6,3.75,1.57,-6,A
AstonVilla,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,4.5,3.5,1.8,4.5,3.3,1.85,-5,D
ManCity,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.4,4.5,8,1.44,4.33,7,2,D
Newcastle,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,1.91,3.4,4,1.91,3.3,4.2,5,D
Stoke,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.75,3.25,2.1,3.75,3.4,2,3.6,3.1,2.15,-4,H
Tottenham,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.8,6.5,1.62,3.75,5.5,1.62,3.6,6,-1,H
WestHam,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.6,4,1.91,3.6,3.8,1.91,3.4,4,0,D
Wigan,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.4,3.3,2.88,2.6,3.25,2.7,1,H
Wolves,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.1,3.2,2.4,3.3,2.9,2.4,3.2,3,-8,A
Chelsea,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,5.75,15,1.2,6.5,13,1.22,5.5,15,5,A
Everton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.3,2.2,3.25,3.25,2.25,3.3,3.2,2.25,1,A
Arsenal,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,4,5.5,1.67,3.75,5,1.62,4,5,8,A
Birmingham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5.5,3.75,1.62,4.4,3.6,1.8,1,H
Blackpool,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.3,2.88,2.3,3.4,3,2.4,3.4,2.8,2,H
Bolton,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.3,3.5,2.1,3.5,3.25,-2,H
Liverpool,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.8,6.5,1.53,3.75,6.5,1.57,3.6,6.5,2,H
ManUnited,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.22,6,15,1.22,6,13,1.22,5.5,15,6,H
WestBrom,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.2,3.3,3.3,2.05,3.3,3.6,-1,A
Blackburn,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.25,2.38,3.25,3,2.3,3.1,3.2,-2,H
Fulham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.1,2.4,2.88,3.25,2.4,3,3.25,2.38,0,A
Sunderland,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.4,3.25,2.88,2.62,3.1,2.8,0,D
AstonVilla,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.3,2.2,3.3,3.3,2.2,3.5,3.3,2.1,-7,A
Bolton,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,4.2,5.5,1.62,3.75,5.5,1.62,3.6,6,7,D
Everton,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.57,3.8,6.5,1.57,3.75,6,1.62,3.6,6,6,A
Fulham,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,2.1,3.3,3.5,2.1,3.1,3.8,-5,D
ManUnited,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.29,5.5,10,1.3,5,11,6,H
Stoke,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.25,2.2,3.3,3.3,2.2,3.75,3.1,2.1,1,D
WestHam,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.5,3.75,2,3.4,3.75,2.1,3.3,3.5,-1,H
Wolves,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,3.2,2.8,2.62,3.3,2.62,2.5,3.1,2.9,-8,H
Newcastle,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,3.6,1.73,5.5,3.75,1.62,5,3.3,1.8,3,D
Tottenham,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2.1,3.3,3.5,2,3.2,4,-6,H
Arsenal,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.25,12,1.29,5,11,1.3,5,11,6,H
Birmingham,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.5,3.4,2.1,3.5,3.3,2.1,3.3,3.4,2.15,0,D
Blackburn,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.8,3.5,4.5,1.8,3.6,4.33,-2,H
Chelsea,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.36,4.75,9,1.36,5,7.5,1.4,4.2,9,-1,D
ManCity,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.53,4,6,1.57,3.6,6.5,-2,H
Wigan,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.75,3.2,2.63,2.5,3.3,2.8,2.7,3.1,2.7,-9,D
Sunderland,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.91,3.4,4,1.83,3.5,4.33,2,H
WestBrom,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.25,3.3,3.25,2.25,3.3,3.2,2.3,3.3,3.1,-4,H
Liverpool,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.62,3.75,5.5,1.62,3.6,6,6,H
AstonVilla,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2,3.4,3.75,2.05,3.4,3.5,-5,H
Everton,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,9,1.44,4.33,7,1.44,4.2,7.5,0,D
Fulham,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.25,3.25,3.25,2.2,3.2,3.4,-10,D
Newcastle,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.8,3.4,2,3.75,3.4,2,3.5,3.25,2.1,-11,H
Stoke,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,4,5.5,1.62,3.75,5.5,1.62,3.75,5.5,3,A
WestHam,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.5,3.6,1.8,4.33,3.5,1.83,4.33,3.5,1.83,-8,A
Bolton,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.3,4,2.1,3.3,3.5,2.1,3.3,3.5,7,H
Tottenham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.8,3.25,2.6,2.8,3.3,2.5,2.88,3.3,2.4,7,D
Wolves,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.25,3,2.38,3.25,3,2.4,3.2,3,-7,H
ManUnited,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,2,3.4,3.75,2,3.4,3.75,7,H
Blackburn,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.8,3.5,4.5,1.83,3.4,4.5,1,D
Sunderland,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.2,3.3,3.3,2.2,3.2,3.4,-2,H
ManCity,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.73,3.5,5,1.75,3.5,4.8,10,A
AstonVilla,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.2,3.3,2.3,3,3.25,2.38,3.1,3.25,2.3,-9,A
Blackburn,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.2,3.2,2.2,3.2,3.4,2.3,3.2,3.1,-9,A
Bolton,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2,3.4,3.75,2.1,3.3,3.5,4,H
Fulham,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.4,4.2,2,3.4,3.75,1.95,3.2,4.2,-1,A
ManUnited,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,11,1.25,5.5,12,1.29,5,11,6,H
Newcastle,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.25,3.25,2.25,3.4,3.4,2.1,3.1,3.2,2.3,-10,A
Wolves,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.3,3.6,2.1,3.3,3.5,2.15,3.1,3.6,-2,A
Arsenal,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.2,2.75,2.5,3.3,2.8,2.6,3.1,2.8,7,H
Birmingham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4.33,1.5,6.5,3.75,1.53,6.5,3.8,1.53,-12,D
ManCity,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.44,4.2,8,1.5,4,7,1.44,4.2,7.5,14,H
Stoke,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.4,4.75,1.83,3.5,4.33,1.91,3.3,4.2,12,A
Sunderland,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.62,3.75,6,1.62,3.75,5.5,1.62,3.75,5.5,-2,A
Tottenham,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.53,4,6.5,1.5,4,7,1.53,3.8,6.5,11,H
WestBrom,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.91,3.4,4,1.91,3.3,4.2,2,A
WestHam,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.2,2.25,3,3.3,2.3,3.2,3.2,2.25,1,D
Chelsea,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,11,1.3,5,10,1.29,5,11,-11,H
Liverpool,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.29,5.5,10,1.33,4.5,11,5,A
Wigan,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6.5,4.2,1.5,7,4.33,1.44,6.5,3.8,1.53,-6,D
Birmingham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.5,3.6,1.67,5.5,3.5,1.67,5,3.75,1.67,-3,A
Liverpool,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.7,3.75,5,1.67,3.75,5,1.73,3.5,5,0,H
ManCity,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,10,1.29,5.5,10,1.3,5,11,5,H
Stoke,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.2,2.75,2.62,3.3,2.62,2.7,3.1,2.75,4,H
Sunderland,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.5,4.5,1.83,3.4,4.5,1.85,3.4,4.4,1,H
Tottenham,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.4,4.5,8.5,1.4,4.5,8,1.44,4.33,7,9,H
WestBrom,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,4.2,1.53,6.5,3.75,1.53,6,4,1.53,-14,A
WestHam,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,3.4,3.8,1.91,3.5,3.75,2,3.4,3.75,3,H
Chelsea,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.5,13,1.25,5.5,12,1.25,5,15,9,D
Wigan,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.2,2.9,2.5,3.3,2.8,2.5,3.25,2.88,5,A
Blackpool,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,3.25,3.25,2.2,3.3,3.3,2.38,3.2,3,6,A
Fulham,WestBrom,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.1,3.3,3.5,2.2,3.2,3.4,-1,H
ManUnited,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.25,5.75,12,1.25,5.5,12,1.29,5.5,10,11,H
Arsenal,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.91,3.6,4,1.91,3.4,4,1.91,3.6,3.8,-2,D
AstonVilla,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2,3.5,3,2.1,3.3,3.5,-10,A
Blackburn,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.4,3.25,2.2,2.75,3.25,2.2,3.4,3.3,2.15,-4,H
Bolton,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.73,3.6,5,1.62,3.5,4.5,1.7,3.6,5,1,D
Everton,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.63,3.25,2.75,2.7,3.25,2.62,2.62,3.25,2.62,-9,H
Newcastle,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.83,3.6,4.33,1.73,3.4,4,1.91,3.5,4,-4,H
Wolves,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,4.2,1.44,5.5,3.6,1.5,8.5,4.33,1.4,-2,H
Blackpool,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.8,3.75,1.91,4,3.4,1.91,3.8,3.6,1.91,4,H
Chelsea,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.29,5.5,11,1.29,5.5,10,1.29,5.5,10,0,H
ManCity,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.33,5,10,1.3,5,11,1.35,4.8,9,11,H
Stoke,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.1,3.25,3.75,2.1,3.3,3.5,2.15,3.25,3.5,0,H
WestBrom,Blackpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.8,3.6,4.5,1.73,3.75,4.5,1.73,3.8,4.33,-9,H
WestHam,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,4,1.57,6,3.75,1.57,5.5,4,1.57,-8,A
Wigan,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.5,3.25,2.88,2.5,3.3,2.8,2.5,3.2,2.88,-1,D
Birmingham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.4,3.2,3.1,2.5,3.3,2.8,2.5,3.2,2.88,5,D
Liverpool,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.2,3.5,2.25,3.25,3.25,2.15,3.25,3.5,-2,D
Sunderland,Newcastle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.2,3.25,3.4,2.2,3.3,3.3,2.15,3.25,3.5,-1,D
