% 1. Title: Premiership Data 2013 Season

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Burnley, Chelsea, Derby, Everton, Fulham, Hull, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Burnley, Chelsea, Derby, Everton, Fulham, Hull, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'class' { D,H,A }
@data
Sunderland,Fulham,0,3,0,1,11,9,7,6,7,12,5,4,1,0,0,0,2.6,3.2,2.8,2.6,3,2.9,A
WestBrom,AstonVilla,2,1,0,1,8,11,4,6,12,12,3,7,3,1,1,0,2.38,3.3,3,2.25,3.4,3.1,H
Wigan,Everton,1,1,1,0,13,3,9,3,12,12,3,8,2,2,0,0,2.8,3.25,2.6,2.75,3.2,2.6,D
Arsenal,ManUnited,1,0,0,0,9,11,2,7,15,7,3,6,2,3,0,0,2.5,3.25,2.88,2.45,3.25,2.9,H
Birmingham,Wolves,1,1,1,1,8,7,1,2,10,16,0,2,3,3,1,0,2.1,3.3,3.6,2.15,3.25,3.5,D
Liverpool,Newcastle,3,0,1,0,9,7,5,3,15,10,3,12,1,2,0,0,1.44,4.33,7.5,1.5,4.2,6.5,H
ManCity,WestHam,2,1,2,1,19,7,12,4,13,8,8,5,3,1,0,0,1.4,4.5,9,1.4,4.75,7.5,H
AstonVilla,Wigan,1,1,1,1,10,7,7,4,6,11,2,5,2,0,0,0,1.8,3.6,4.5,1.75,3.75,4.5,D
Bolton,Sunderland,1,2,0,1,17,10,9,6,14,10,5,5,1,0,0,0,1.83,3.5,4.5,1.83,3.4,4.5,A
Everton,ManCity,2,1,0,1,10,12,6,7,13,15,11,6,4,2,0,0,2.7,3.2,2.7,2.8,3,2.7,H
Newcastle,Birmingham,2,1,2,1,19,5,14,2,10,12,8,2,1,4,0,1,1.91,3.4,4.2,2,3.2,4,H
Tottenham,Blackpool,1,1,0,0,20,13,11,7,5,13,7,6,3,2,0,0,1.3,5.5,10,1.33,5,9,D
WestHam,Blackburn,1,1,0,1,24,8,15,4,7,14,7,3,3,0,0,0,1.95,3.6,3.8,2.05,3.4,3.6,D
ManUnited,Chelsea,2,1,2,0,13,19,8,11,12,14,7,2,2,4,0,0,2.38,3.25,3.1,2.4,3,3.25,H
Stoke,Arsenal,3,1,2,0,12,14,7,5,7,10,2,5,1,2,0,0,5.5,3.75,1.67,5,3.5,1.73,H
Wolves,WestBrom,3,1,2,0,14,14,10,6,9,7,8,4,3,1,0,0,2.1,3.4,3.5,2.2,3.2,3.4,H
Fulham,Liverpool,2,5,0,3,10,16,7,11,18,11,6,5,5,2,0,0,2.88,3.25,2.5,2.8,3.2,2.5,A
ManCity,Tottenham,1,0,1,0,7,14,4,7,7,8,2,8,1,1,0,0,1.91,3.4,4.2,1.95,3.3,4,H
Blackburn,ManUnited,1,1,1,0,6,9,2,4,11,11,2,6,3,0,0,0,5,3.6,1.73,5,3.4,1.75,D
Blackpool,Bolton,4,3,3,2,12,17,8,9,16,12,5,6,2,4,0,0,2.2,3.4,3.25,2.2,3.5,3.1,H
Sunderland,Wolves,1,3,1,1,14,10,9,6,8,19,5,5,0,0,0,0,2.5,3.25,2.88,2.5,3.3,2.75,A
WestBrom,Everton,1,0,1,0,14,23,9,10,15,9,2,12,2,2,0,1,2.63,3.25,2.75,2.7,3.1,2.7,H
Arsenal,AstonVilla,1,2,0,2,24,8,15,5,9,10,13,2,1,4,0,0,1.36,5,8.5,1.4,4.5,8,A
Birmingham,Fulham,0,2,0,1,7,18,2,9,7,15,5,5,0,5,0,0,2.2,3.25,3.4,2.3,3.1,3.3,A
Chelsea,Newcastle,2,2,1,1,15,13,7,9,17,13,7,4,4,2,0,0,1.25,6,11,1.25,5,15,D
Liverpool,Tottenham,0,2,0,1,10,8,2,4,13,7,11,5,2,1,0,0,1.73,3.8,4.75,1.8,3.5,4.5,A
Wigan,WestHam,3,2,0,2,19,13,10,10,7,10,10,6,1,1,0,0,2.1,3.4,3.5,2.15,3.3,3.4,H
ManCity,Stoke,3,0,1,0,16,4,9,2,6,9,4,3,0,3,0,0,1.36,4.75,9,1.4,4.33,8.5,H
AstonVilla,Liverpool,1,0,1,0,10,9,8,4,12,12,4,5,2,2,0,0,3.2,3.4,2.25,2.62,3.2,2.3,H
Bolton,ManCity,0,2,0,1,16,16,8,10,11,10,6,5,1,1,1,0,5,3.75,1.7,4.33,3.5,1.73,A
Everton,Chelsea,1,0,0,0,11,19,3,9,12,14,6,5,3,2,1,0,3.1,3.25,2.38,2.62,3.2,2.3,H
Fulham,Arsenal,2,2,1,1,10,12,6,6,12,5,5,3,2,1,1,0,3.75,3.6,1.95,3.5,3.4,1.95,D
ManUnited,Blackpool,4,2,1,1,18,14,11,7,8,5,8,8,2,1,0,0,1.6,4,5.5,1.57,3.8,5,H
Newcastle,WestBrom,3,3,2,0,15,13,10,7,5,8,7,6,0,0,0,0,2,3.5,3.75,1.91,3.3,3.3,D
Stoke,Wigan,0,1,0,0,11,11,5,9,10,9,5,3,1,4,0,0,2.75,3.6,2.4,2.7,3.2,2.3,A
Tottenham,Birmingham,2,1,0,0,22,7,16,3,5,15,7,5,0,3,0,0,1.53,4,6.5,1.53,3.6,5,H
WestHam,Sunderland,0,3,0,1,17,17,12,12,7,8,4,6,0,2,0,0,2,3.5,3.75,1.95,3.3,3.25,A
Wolves,Blackburn,2,3,0,3,12,13,5,10,12,9,8,3,3,1,0,0,2.2,3,3.75,2,3.1,3.3,A
AstonVilla,Wigan,0,2,0,1,11,14,5,7,15,14,4,6,2,2,0,0,1.67,3.6,5.5,1.7,3.4,5.5,A
Blackburn,ManCity,0,2,0,1,17,8,9,5,12,9,5,4,2,1,0,0,3.6,3.25,2.1,3.5,3.2,2.15,A
Bolton,Sunderland,0,1,0,1,11,20,3,13,16,10,4,7,2,1,0,0,2.25,3.25,3.25,2.3,3.2,3.2,A
Chelsea,Hull,2,1,1,1,26,7,12,3,13,15,12,4,1,2,0,0,1.17,6.5,21,1.17,6.5,21,H
Everton,Arsenal,1,6,0,3,8,15,5,9,11,13,4,9,0,0,0,0,3.2,3.25,2.3,3.2,3.2,2.3,A
Portsmouth,Fulham,0,1,0,1,16,9,4,3,11,18,6,4,3,2,0,0,2.63,3.2,2.75,2.75,3.2,2.6,A
Stoke,Burnley,2,0,2,0,12,9,5,5,15,10,3,6,2,2,0,0,1.91,3.3,4.33,2,3.2,4,H
Wolves,WestHam,0,2,0,1,19,16,11,13,9,5,8,6,0,0,0,0,2.63,3.3,2.7,2.62,3.2,2.7,A
ManUnited,Birmingham,1,0,1,0,26,6,17,4,13,7,13,2,1,1,0,0,1.2,6,17,1.2,5.5,19,H
Tottenham,Liverpool,2,1,1,0,17,6,11,3,14,16,6,5,3,3,0,0,3.2,3.25,2.3,3.2,3.2,2.3,H
Sunderland,Chelsea,1,3,1,0,4,20,3,9,14,10,1,14,2,2,0,0,6.5,4,1.53,7.5,3.8,1.5,A
Wigan,Wolves,0,1,0,1,18,9,5,3,8,21,4,4,0,3,0,0,1.73,3.6,5.25,1.8,3.25,5,A
Birmingham,Portsmouth,1,0,0,0,9,9,5,4,11,20,4,5,0,5,0,0,2,3.3,4,2.05,3.25,3.75,H
Burnley,ManUnited,1,0,1,0,8,18,2,9,8,12,1,12,2,1,0,0,9.5,5,1.33,11,4.5,1.33,H
Hull,Tottenham,1,5,1,3,9,18,7,12,23,13,6,5,3,2,0,0,3.75,3.5,2,4,3.2,2,A
Liverpool,Stoke,4,0,2,0,18,6,13,3,10,9,11,5,0,1,0,0,1.25,5.5,13,1.25,5,15,H
Arsenal,Portsmouth,4,1,2,1,19,9,16,4,9,10,8,4,1,0,0,0,1.17,7,19,1.17,6.5,19,H
Birmingham,Stoke,0,0,0,0,8,13,6,3,8,13,3,3,0,3,0,0,2.3,3.2,3.25,2.3,3.2,3.2,D
Hull,Bolton,1,0,0,0,12,20,5,10,19,19,4,12,3,2,0,0,2.6,3.25,2.8,2.5,3.2,2.88,H
ManCity,Wolves,1,0,1,0,16,10,11,2,7,11,5,6,0,1,0,0,1.33,4.5,12,1.36,4.33,10,H
Sunderland,Blackburn,2,1,1,1,8,18,5,5,12,14,0,10,2,1,0,0,2.1,3.25,3.75,2.1,3.2,3.6,H
Wigan,ManUnited,0,5,0,0,16,16,7,13,11,8,3,5,2,2,0,0,6.5,4,1.53,7,3.75,1.53,A
Burnley,Everton,1,0,1,0,8,17,4,11,11,13,3,7,1,0,0,0,3.4,3.3,2.2,3.2,3.3,2.25,H
Fulham,Chelsea,0,2,0,1,4,12,1,4,11,10,4,7,0,0,0,0,6.5,3.8,1.57,7,3.5,1.57,A
WestHam,Tottenham,1,2,0,0,17,17,8,10,13,11,4,8,2,1,0,0,3.1,3.25,2.38,3.1,3.3,2.3,A
Liverpool,AstonVilla,1,3,0,2,21,7,12,4,15,11,10,4,3,2,0,0,1.44,4.2,8,1.44,4,8,A
Blackburn,WestHam,0,0,0,0,19,11,9,5,13,18,5,2,1,3,0,0,2.2,3.3,3.5,2.2,3.2,3.4,D
Bolton,Liverpool,2,3,1,1,8,26,5,14,14,7,5,11,3,1,1,0,7,4,1.53,7,3.75,1.53,A
Chelsea,Burnley,3,0,1,0,27,3,17,0,7,5,10,1,0,1,0,0,1.14,8,21,1.14,7,21,H
ManUnited,Arsenal,2,1,0,1,10,9,4,3,21,15,6,5,3,6,0,0,2.2,3.3,3.5,2.15,3.2,3.5,H
Stoke,Sunderland,1,0,1,0,13,9,7,6,9,8,10,10,0,2,0,0,2.38,3.25,3.2,2.38,3.1,3.1,H
Tottenham,Birmingham,2,1,0,0,20,11,14,6,12,10,7,3,2,2,0,0,1.36,4.75,9,1.33,4.6,10,H
Wolves,Hull,1,1,0,1,24,5,17,4,11,15,8,2,0,2,0,0,2.1,3.3,3.6,2.1,3.25,3.6,D
AstonVilla,Fulham,2,0,1,0,9,6,4,3,9,9,9,4,1,2,0,0,1.73,3.6,5.25,1.73,3.4,5.25,H
Everton,Wigan,2,1,0,0,26,12,14,7,11,24,12,5,1,5,0,0,1.73,3.6,5.25,1.75,3.3,5.25,H
Portsmouth,ManCity,0,1,0,1,11,12,6,8,12,7,3,11,2,1,0,0,6.5,3.8,1.57,6,3.8,1.57,A
Blackburn,Wolves,3,1,1,0,13,9,10,5,13,16,10,6,1,2,0,0,1.83,3.5,4.5,1.85,3.3,4.5,H
Liverpool,Burnley,4,0,2,0,27,6,16,3,8,10,7,5,0,2,0,0,1.2,6.5,15,1.17,6.5,17,H
ManCity,Arsenal,4,2,1,0,10,19,6,9,13,12,3,12,3,2,0,0,2.88,3.25,2.5,2.9,3.3,2.4,H
Portsmouth,Bolton,2,3,1,2,21,14,11,6,17,17,7,5,2,0,0,0,2.6,3.2,2.8,2.5,3.2,2.88,A
Stoke,Chelsea,1,2,1,1,4,18,2,10,13,11,4,14,3,3,0,0,9,4.5,1.4,9,4.6,1.36,A
Sunderland,Hull,4,1,1,1,7,6,4,5,18,15,7,8,2,2,0,0,1.75,3.5,5,1.75,3.3,5.25,H
Tottenham,ManUnited,1,3,1,2,11,17,7,13,16,13,3,9,3,2,0,1,3.1,3.4,2.3,3.1,3.3,2.3,A
Wigan,WestHam,1,0,0,0,12,12,6,5,13,11,6,7,2,1,0,0,2.3,3.25,3.25,2.25,3.2,3.25,H
Birmingham,AstonVilla,0,1,0,0,11,12,7,5,10,20,7,1,1,2,0,0,3.4,3.25,2.25,3.4,3.2,2.2,A
Fulham,Everton,2,1,0,1,14,6,8,6,6,10,5,3,1,0,0,0,2.6,3.2,2.8,2.62,3.2,2.7,H
Arsenal,Wigan,4,0,1,0,23,8,11,5,6,18,6,4,2,2,0,0,1.25,5.5,13,1.22,5.5,15,H
AstonVilla,Portsmouth,2,0,2,0,7,17,5,12,17,12,7,5,2,0,0,0,1.4,4.2,10,1.4,4.2,9,H
Bolton,Stoke,1,1,0,0,11,10,5,6,6,11,4,6,2,2,0,0,2.1,3.25,3.75,2.05,3.25,3.75,D
Burnley,Sunderland,3,1,1,1,10,8,3,5,4,15,4,4,0,3,0,0,2.88,3.25,2.5,2.88,3.2,2.5,H
Hull,Birmingham,0,1,0,0,16,14,11,9,15,13,10,8,0,2,0,0,2.4,3.25,3,2.38,3.25,3,A
WestHam,Liverpool,2,3,2,2,8,19,5,15,13,17,4,4,3,3,0,0,6.5,4,1.53,6.5,3.8,1.53,A
Chelsea,Tottenham,3,0,1,0,25,9,15,4,7,9,11,3,0,2,0,0,1.5,4,7,1.44,4.2,7.5,H
Everton,Blackburn,3,0,1,0,18,7,11,4,15,18,6,2,1,2,0,0,1.8,3.3,5,1.8,3.4,4.6,H
ManUnited,ManCity,4,3,1,1,21,10,11,6,15,14,11,1,2,2,0,0,1.57,4,6,1.62,3.75,5.5,H
Wolves,Fulham,2,1,1,0,12,3,4,1,14,11,3,3,1,1,0,0,2.5,3.25,2.88,2.5,3.2,2.88,H
Birmingham,Bolton,1,2,0,1,12,10,6,4,9,17,8,4,2,1,0,0,2.2,3.25,3.4,2.2,3.3,3.25,A
Blackburn,AstonVilla,2,1,1,1,15,10,7,5,14,11,6,5,2,3,1,0,3.1,3.25,2.38,3.1,3.3,2.25,H
Fulham,Arsenal,0,1,0,0,18,14,12,4,14,11,4,6,4,0,0,0,6.5,4,1.53,7.5,3.75,1.5,A
Liverpool,Hull,6,1,2,1,22,7,14,3,10,3,13,2,1,4,0,0,1.14,7.5,23,1.14,7,19,H
Portsmouth,Everton,0,1,0,1,16,12,12,8,14,17,5,6,0,3,0,0,4.2,3.4,1.91,4,3.3,1.95,A
Stoke,ManUnited,0,2,0,0,2,13,1,7,9,8,2,7,1,1,0,0,8.5,4.5,1.4,9,4.5,1.36,A
Tottenham,Burnley,5,0,2,0,18,10,12,7,10,14,2,7,1,1,0,0,1.33,5,10,1.33,4.8,9,H
Wigan,Chelsea,3,1,1,0,15,14,9,8,11,11,4,7,1,2,0,1,10,5,1.33,10,5,1.3,H
Sunderland,Wolves,5,2,1,0,10,15,8,11,18,11,7,8,1,3,0,0,1.73,3.6,5,1.7,3.6,5,H
ManCity,WestHam,3,1,2,1,20,12,12,8,18,14,11,5,1,1,0,0,1.44,4.33,7.5,1.4,4.33,8,H
Bolton,Tottenham,2,2,1,1,12,17,9,9,15,16,5,6,2,1,0,0,3.8,3.6,1.95,4,3.4,1.91,D
Burnley,Birmingham,2,1,0,0,15,10,13,6,17,11,8,4,0,3,0,0,2.3,3.25,3.2,2.1,3.2,3,H
Hull,Wigan,2,1,0,0,11,13,6,5,14,8,4,2,0,2,0,0,2.88,3.3,2.5,2.62,3.2,2.3,H
ManUnited,Sunderland,2,2,0,1,17,4,9,3,11,15,14,1,2,3,0,1,1.2,6.5,15,1.17,5.5,12,D
Wolves,Portsmouth,0,1,0,1,11,12,5,8,8,12,8,6,1,2,0,0,2,3.4,3.8,1.91,3.25,3.4,A
Arsenal,Blackburn,6,2,3,2,24,7,18,7,9,10,8,1,1,1,0,0,1.2,6.5,15,1.2,5,11,H
Chelsea,Liverpool,2,0,0,0,12,12,8,3,14,17,5,8,1,1,0,0,2.1,3.3,3.6,2.1,3.1,3.1,H
Everton,Stoke,1,1,0,0,24,8,17,6,5,15,11,4,1,3,0,0,1.57,4,6,1.53,3.5,5.5,D
WestHam,Fulham,2,2,1,0,20,10,10,6,12,9,8,4,3,2,0,1,2.2,3.25,3.4,2,3.2,3.2,D
AstonVilla,ManCity,1,1,1,0,12,9,6,7,10,8,6,6,1,2,0,0,2.75,3.25,2.63,2.62,3.3,2.62,D
Arsenal,Birmingham,3,1,2,1,20,3,12,2,8,16,7,3,1,2,0,0,1.17,7,19,1.17,7,17,H
AstonVilla,Chelsea,2,1,1,1,7,21,5,13,19,13,6,9,2,1,0,0,4.5,3.6,1.8,4.6,3.4,1.8,H
Everton,Wolves,1,1,0,0,13,12,5,6,6,15,6,5,1,3,0,1,1.44,4.2,6.5,1.44,4,8,D
ManUnited,Bolton,2,1,2,0,13,15,7,7,15,8,13,1,0,1,0,0,1.2,5.5,13,1.2,5,11,H
Portsmouth,Tottenham,1,2,0,2,23,9,13,4,14,13,10,9,3,3,1,1,4.5,3.5,1.83,4.6,3.4,1.8,A
Stoke,WestHam,2,1,1,1,11,12,4,11,16,13,5,6,3,3,0,0,2.1,3.3,3.6,2.15,3.3,3.4,H
Sunderland,Liverpool,1,0,1,0,13,15,7,6,20,17,1,7,2,1,0,0,4.2,3.4,1.91,4.6,3.4,1.8,H
Blackburn,Burnley,3,2,3,1,12,9,6,5,18,14,3,2,3,3,0,0,1.73,3.6,5,1.75,3.4,5,H
Wigan,ManCity,1,1,1,0,13,5,7,4,15,11,6,6,2,1,0,1,5,3.6,1.73,5,3.5,1.73,D
Fulham,Hull,2,0,1,0,17,5,11,2,13,15,7,4,1,1,0,0,1.67,3.6,5.5,1.62,3.75,5.5,H
Birmingham,Sunderland,2,1,1,0,19,14,13,6,9,14,6,8,3,1,0,0,2.9,3.25,2.5,2.8,3.3,2.5,H
Burnley,Wigan,1,3,1,1,12,13,9,8,12,11,7,4,2,0,0,0,2.5,3.3,2.88,2.4,3.3,2.9,A
Chelsea,Blackburn,5,0,1,0,26,5,15,2,8,10,8,0,0,1,0,0,1.2,6.5,15,1.17,6.5,19,H
Hull,Portsmouth,0,0,0,0,7,8,3,2,16,23,6,6,2,1,0,0,2.6,3.2,2.8,2.5,3.3,2.8,D
Tottenham,Stoke,0,1,0,0,22,8,12,2,8,18,7,1,0,3,0,0,1.44,4.33,7.5,1.44,4,8,A
Wolves,AstonVilla,1,1,0,0,8,12,4,8,10,16,8,3,1,2,0,0,3.5,3.2,2.2,3.4,3.3,2.15,D
Bolton,Everton,3,2,2,1,12,17,8,12,14,15,4,4,3,1,0,0,2.63,3.25,2.75,2.8,3.3,2.5,H
Liverpool,ManUnited,2,0,0,0,11,7,6,5,20,11,5,1,2,3,1,1,3,3.25,2.4,2.88,3.2,2.5,H
ManCity,Fulham,2,2,0,0,20,11,7,5,11,12,14,2,0,2,0,0,1.44,4.2,8,1.44,4,8,D
WestHam,Arsenal,2,2,0,2,15,15,9,10,17,15,6,8,3,2,1,0,7,4.2,1.5,7,4,1.5,D
Arsenal,Tottenham,3,0,2,0,18,7,12,5,10,10,6,2,1,1,0,0,1.57,4,6,1.57,3.8,6,H
Bolton,Chelsea,0,4,0,1,15,27,6,17,9,7,8,10,1,1,1,0,9,4.33,1.4,8.5,4.33,1.4,A
Burnley,Hull,2,0,1,0,11,8,5,6,12,13,8,1,1,4,0,1,1.91,3.4,4.2,1.91,3.4,4,H
Everton,AstonVilla,1,1,1,0,9,13,4,8,15,16,3,4,1,3,1,1,2.5,3.25,2.88,2.4,3.3,2.9,D
Fulham,Liverpool,3,1,1,1,10,6,6,3,10,13,2,2,1,0,0,2,4.2,3.4,1.91,4.33,3.4,1.85,H
ManUnited,Blackburn,2,0,0,0,20,2,11,1,10,21,7,2,0,2,0,0,1.17,7,19,1.17,6.5,19,H
Portsmouth,Wigan,4,0,2,0,21,8,11,3,11,10,7,4,0,1,0,0,2.38,3.3,3,2.38,3.3,2.9,H
Stoke,Wolves,2,2,2,0,10,11,5,7,13,15,4,3,0,3,0,0,1.91,3.4,4.2,1.91,3.4,4,D
Sunderland,WestHam,2,2,1,2,17,15,7,9,12,16,7,3,3,3,1,1,2,3.3,4,1.95,3.3,4,D
Birmingham,ManCity,0,0,0,0,7,14,4,6,9,8,4,8,3,1,1,0,4.33,3.6,1.83,4.33,3.5,1.83,D
WestHam,AstonVilla,2,1,1,0,14,13,7,10,11,12,6,14,2,4,0,1,2.75,3.3,2.63,2.62,3.3,2.62,H
AstonVilla,Bolton,5,1,2,1,19,13,13,9,17,16,8,1,1,4,0,0,1.8,3.5,4.75,1.73,3.5,5,H
Blackburn,Portsmouth,3,1,0,1,10,9,6,3,12,18,8,5,3,3,0,0,2.1,3.4,3.6,2.05,3.3,3.6,H
ManCity,Burnley,3,3,1,2,13,6,8,4,10,11,8,3,1,3,0,0,1.33,4.75,11,1.33,4.8,9.5,D
Tottenham,Sunderland,2,0,1,0,10,14,8,6,10,19,4,4,1,2,0,0,1.57,3.75,6.5,1.53,3.8,6.5,H
Wolves,Arsenal,1,4,0,3,8,11,6,6,9,15,4,4,2,3,0,0,9,4.75,1.36,8,4.8,1.36,A
Chelsea,ManUnited,1,0,0,0,12,21,9,10,13,15,0,7,3,3,0,0,2,3.25,4,2.05,3.25,3.75,H
Hull,Stoke,2,1,0,1,16,7,8,4,12,14,4,2,1,4,0,1,2.75,3.3,2.6,2.8,3.3,2.5,H
WestHam,Everton,1,2,0,1,16,9,7,6,12,18,5,4,0,5,0,0,2.4,3.3,3,2.4,3.3,2.9,A
Wigan,Fulham,1,1,1,1,19,7,12,3,15,16,10,6,2,1,0,0,2.25,3.2,3.4,2.37,3.25,3,D
Liverpool,Birmingham,2,2,1,2,27,5,14,2,7,9,11,1,1,2,0,0,1.36,4.5,10,1.33,4.5,10.5,D
Birmingham,Fulham,1,0,1,0,3,12,2,5,7,9,0,7,1,0,0,0,2.5,3.2,2.9,2.5,3.2,2.87,H
Burnley,AstonVilla,1,1,1,0,11,10,6,6,6,12,6,8,0,3,0,0,3.4,3.3,2.2,3.3,3.2,2.25,D
Chelsea,Wolves,4,0,3,0,23,4,14,3,4,14,5,6,0,2,0,0,1.17,7,19,1.17,6.5,19,H
Hull,WestHam,3,3,3,2,12,16,8,10,9,17,5,3,0,4,1,0,2.88,3.25,2.5,2.8,3.1,2.6,D
Liverpool,ManCity,2,2,0,0,10,9,6,6,9,13,7,3,2,0,0,0,1.91,3.4,4.2,1.95,3.3,4,D
ManUnited,Everton,3,0,1,0,18,11,11,5,4,6,13,4,2,2,0,0,1.4,4.5,9,1.4,4.2,9,H
Sunderland,Arsenal,1,0,0,0,5,9,1,3,10,10,2,6,2,1,0,0,6,3.75,1.62,6,3.4,1.67,H
Bolton,Blackburn,0,2,0,1,15,15,8,11,13,12,7,7,3,1,0,0,2.25,3.2,3.4,2.3,3.2,3.2,A
Stoke,Portsmouth,1,0,0,0,9,14,3,7,15,13,4,4,1,2,0,0,2.1,3.4,3.5,2.15,3.2,3.5,H
Tottenham,Wigan,9,1,1,0,28,11,16,5,9,11,10,5,1,0,0,0,1.44,4.33,8,1.44,4,8,H
Fulham,Blackburn,3,0,1,0,8,7,4,3,7,13,3,3,0,0,0,0,2.1,3.3,3.6,2.1,3.25,3.6,H
Hull,Everton,3,2,3,0,8,5,7,3,18,23,3,4,1,4,0,0,3.5,3.3,2.15,3.6,3.25,2.1,H
AstonVilla,Tottenham,1,1,1,0,12,23,4,17,10,8,7,9,0,1,0,0,2.5,3.25,2.88,2.5,3.3,2.8,D
Blackburn,Stoke,0,0,0,0,11,7,4,4,12,11,9,2,1,2,0,0,1.91,3.4,4.2,1.91,3.3,4.2,D
Fulham,Bolton,1,1,0,1,12,4,7,2,7,21,8,5,1,6,0,0,1.91,3.5,4.2,1.91,3.4,4,D
ManCity,Hull,1,1,1,0,17,8,7,3,14,12,8,2,1,3,0,0,1.29,5.5,11,1.25,5.5,12,D
Portsmouth,ManUnited,1,4,1,1,20,12,12,8,16,10,4,8,4,3,0,0,10,4.5,1.36,9,4.6,1.36,A
WestHam,Burnley,5,3,3,0,9,16,5,10,10,15,1,7,2,1,0,1,1.8,3.6,4.5,1.8,3.5,4.5,H
Wigan,Sunderland,1,0,0,0,16,9,10,4,12,14,5,8,0,3,0,0,2.4,3.4,2.9,2.4,3.3,2.9,H
Arsenal,Chelsea,0,3,0,2,5,7,3,5,17,12,4,3,2,2,0,0,2.7,3.2,2.7,2.62,3.2,2.7,A
Everton,Liverpool,0,2,0,1,12,9,8,7,15,12,6,4,1,0,0,0,3.5,3.4,2.1,3.6,3.25,2.1,A
Wolves,Birmingham,0,1,0,1,8,13,2,7,14,8,6,5,2,1,0,0,2.4,3.2,3.1,2.3,3.2,3.2,A
Arsenal,Stoke,2,0,1,0,12,5,8,4,3,7,10,2,0,0,0,0,1.29,5,13,1.25,5.5,12,H
AstonVilla,Hull,3,0,2,0,13,5,6,1,15,15,9,3,4,3,0,0,1.44,4.33,7.5,1.44,4.2,7.5,H
Blackburn,Liverpool,0,0,0,0,9,15,3,11,15,9,1,8,1,0,0,0,5.25,3.8,1.67,5,3.5,1.73,D
ManCity,Chelsea,2,1,1,1,13,10,8,6,12,17,9,6,1,6,0,0,4.2,3.4,1.91,4.33,3.5,1.83,H
Portsmouth,Burnley,2,0,0,0,9,14,4,8,16,14,5,5,4,2,0,0,1.91,3.4,4.2,1.83,3.4,4.5,H
WestHam,ManUnited,0,4,0,1,11,18,7,11,8,16,2,8,0,1,0,0,8,4.2,1.44,7.5,4.2,1.44,A
Wigan,Birmingham,2,3,1,0,18,10,7,9,14,8,2,2,2,0,0,0,2.1,3.3,3.6,2.05,3.25,3.6,A
Wolves,Bolton,2,1,1,0,12,17,11,10,9,16,11,10,2,1,0,0,2.38,3.25,3.1,2.3,3.2,3.2,H
Everton,Tottenham,2,2,0,0,15,19,6,11,11,18,1,6,4,4,0,0,2.88,3.25,2.5,2.8,3.3,2.5,D
Fulham,Sunderland,1,0,1,0,16,8,5,5,9,12,4,8,1,2,0,0,2.1,3.3,3.6,2.1,3.3,3.5,H
Birmingham,WestHam,1,0,0,0,16,14,9,7,12,13,11,7,3,4,0,1,2.1,3.3,3.6,2.15,3.3,3.4,H
Bolton,ManCity,3,3,2,2,12,14,8,6,11,9,5,9,3,3,0,1,4.5,3.6,1.8,4.5,3.5,1.8,D
Burnley,Fulham,1,1,0,0,10,12,8,6,12,8,7,4,0,2,0,0,2.63,3.25,2.75,2.62,3.3,2.62,D
Chelsea,Everton,3,3,2,2,25,10,13,7,13,17,7,1,0,1,0,0,1.25,5.5,15,1.22,5.5,15,D
Hull,Blackburn,0,0,0,0,9,14,7,9,14,19,3,4,1,2,0,0,2.8,3.25,2.6,2.8,3.3,2.5,D
ManUnited,AstonVilla,0,1,0,1,16,8,9,5,4,14,9,4,1,1,0,0,1.5,4.2,7,1.5,4,7,A
Stoke,Wigan,2,2,1,1,14,11,5,8,19,8,5,3,5,1,0,0,2.1,3.3,3.6,2.1,3.3,3.5,D
